id,question
762,Quel était le taux de réussite en Doctorat (PUBLIC) en 2019 ?
763,Quel est le titre de la Graphe 54 ?
764,Quel est le nombre de chercheurs enseignants masculins au CNRIT en 2022 d'après la Graphe 50 ?
765,Quel était le total d'étudiants étrangers inscrits dans le Total PUBLIC en 2022 ?
766,Quel est le pourcentage d'étudiants inscrits en M1 en 2022 d'après la Graphe 18 ?
767,Quel était le nombre d'enseignants permanents de grade A en 2019 ?
768,Quel est le titre de la Graphe 38 ?
769,Quel était le total de PAT masculins dans l'ENSEMBLE PUBLICS en 2019 ?
770,Quel est le titre du Tableau 19 ?
771,Combien y avait-il d'étudiants dans l'Ensemble PUBLICS en 2018 ?
772,Combien d'étudiants boursiers étaient inscrits à Antananarivo (hors universités) en 2017 ?
773,Quelle est la section numérotée 10 ?
774,D'après le texte descriptif de la Graphe 14. jusqu'à quel âge la participation des étudiants au public est supérieure à celle du privé ?
775,Quel était le taux de réussite en L1 pour les Universités en 2020 ?
776,Quel était le nombre d'étudiants étrangers inscrits dans le privé en 2017 d'après la Graphe 20 ?
777,Quelle est la source du Tableau 27 ?
778,Quel était le taux de réussite en L2 (PUBLIC) en 2020 ?
779,Combien d'étudiants étaient inscrits dans la région Alaotra Mangoro (public) en 2017 ?
780,Combien d'étudiants étaient inscrits dans le domaine SI en 2019 ?
781,"Quel était le taux de Promotion pour ""CNTEMAD"" en 2017 ?"
782,Quel était le nombre d'enseignants à Toliara en 2018 ?
783,Quel est le titre de la Graphe 50 ?
784,"Quel était le taux d'Abandon pour ""ENSEMBLE"" en 2017 ?"
785,Quel était le TBS en 2022 ?
786,Quel était le nombre d'étudiants de 22 à 23 ans inscrits dans le privé en 2021-2022 ?
787,Quelle est la série universitaire qui représente le plus grand pourcentage d'étudiants doctorants en 2022 ?
788,"Quel était le total de PAT dans les ""Ensemble 6 UNIV"" en 2020 ?"
789,Quel était le nombre d'étudiants inscrits dans la région Vatovavy Fitovinanv (public) en 2022 ?
790,Quel était le taux de réussite en Ensemble (PRIVÉ) en 2020 ?
791,D'après la Graphe 31. quelle est la proportion d'enseignants à Antsiranana en 2022 ?
792,D'après la Graphe 49. quel est le ratio étudiants/enseignant pour le domaine STECH en 2022 ?
793,Quel est le titre de la Graphe 26 ?
794,Quel était le taux de réussite en M1 (PUBLIC) en 2020 ?
795,Combien d'étudiants étaient inscrits dans le domaine SE en 2022 ?
796,"Quel était le taux de Promotion pour ""ENSEMBLE"" en 2020 ?"
797,Quel était le total d'étudiants inscrits en 2022 ?
798,Quel était le nombre total d'inscrits en 2020 ?
799,"Quel était le total de PAT dans les ""total universités"" dans la catégorie ""Total"" en 2022 ?"
800,Quel était le nombre total ENSEMBLE en 2020 ?
801,Quelle est la source du Tableau 10 ?
802,Quel était le taux de réussite au Doctorat pour le PRIVÉ en 2020 ?
803,Quel est le titre de l'ANNEXE ?
804,Quel était approximativement le pourcentage d'Écoles en 2019 ?
805,Combien d'étudiants féminins étaient inscrits au CNTEMAD en 2017 ?
806,Combien d'enseignants permanents avaient entre 40 et 45 ans en 2020 ?
807,D'après le texte. quel était le pourcentage de doctorants affiliés à l'Université d'Antsiranana en 2022 ?
808,Quel était le taux de réussite en L3 (PUBLIC) en 2018 ?
809,"Quel était le total de PAT dans les ""total IST"" dans la catégorie ""Total"" en 2022 ?"
810,"Quelle est la tendance du taux d'évolution du budget de la mission ""850"" entre 2020 et 2023 d'après la Graphe 54 ?"
811,"D'après la Graphe 30. quel est le nombre d'enseignants masculins dans la tranche d'âge ""Moins de 30 ans"" en 2022 ?"
812,Quel était le taux de réussite en L3 (PUBLIC) en 2018 ?
813,"D'après la Graphe 29. quel est le pourcentage d'enseignants dans la tranche d'âge ""[30 - 35["" en 2022 ?"
814,D'après le texte descriptif de la Graphe 30. quelle est la fourchette des taux des enseignants dans la tranche d'âge entre 35 et 55 ans ?
815,Quel est le titre du Tableau 31 ?
816,D'après le texte. entre quels rapports oscille le rapport Étudiants/Personnel Enseignant (ESUP) ?
817,Quel était le taux de réussite à l'examen à Toliary en 2020 d'après la Graphe 40 ?
818,Quel est le titre de la Graphe 33 ?
819,Quel est le pourcentage d'étudiants doctorants à Fianarantsoa en 2022 ?
820,Combien d'étudiants masculins étaient inscrits dans les universités en 2019 ?
821,Combien d'étudiants étrangers d'autres nationalités étaient inscrits en 2017 ?
822,Combien d'étudiants féminins étaient inscrits dans les universités en 2018 ?
823,Combien d'étudiants étaient inscrits dans le public en 2022 ?
824,Combien d'étudiants étrangers asiatiques étaient inscrits en 2020 ?
825,D'après le texte descriptif de la Graphe 14. à partir de quel âge observe-t-on une diminution du nombre d'étudiants dans le supérieur privé ?
826,Combien d'étudiants étaient inscrits à Antananarivo en 2017 ?
827,Quel était le nombre d'étudiants inscrits dans la région Haute Matsiatra (public) en 2022 ?
828,Quel est le titre du Tableau 20 ?
829,Combien d'étudiants étaient inscrits en L3 en 2019 ?
830,Combien d'étudiants boursiers étaient inscrits à IST en 2022 ?
831,"Quel était le total de PAT dans les ""PUB + PRIVES"" en 2018 ?"
832,Quel était le nombre de diplômés du secteur public en 2018 d'après la Graphe 42 ?
833,Quelle est la section numérotée 13 ?
834,Quel était le total des enseignants vacataires dans l'ENSEMBLE en 2022 ?
835,Combien y avait-il d'étudiants dans le domaine SSTE en 2019 ?
836,Quel était le taux de réussite en L3 (PRIVÉ) en 2018 ?
837,"D'après la Graphe 30. quel est le nombre d'enseignants masculins dans la tranche d'âge ""[55 - 60["" en 2022 ?"
838,Quel domaine a montré une légère diminution du nombre d'enseignants permanents entre 2017 et 2020. avant de remonter légèrement en 2022 ?
839,Quel était le total S/T pour les IST en 2021 ?
840,Quel était le taux de réussite en L1 pour le CNTEMAD en 2020 ?
841,Combien d'enseignants permanents de grade MC travaillaient en 2019 ?
842,Entre 2016 et 2020. quel était le taux de transition oscille pour les institutions supérieures privées ?
843,Combien d'élèves ont été admis dans la série technique en 2019 ?
844,Combien d'étudiants étaient inscrits dans le domaine STECH en 2022 ?
845,Quel était le total d'étudiants boursiers inscrits en ENSEMBLE en 2019 ?
846,D'après la Graphe 26. quelle est la proportion d'enseignants féminins dans le domaine ALSH en 2022 ?
847,Quelle est la source du Tableau 13 ?
848,Quel est le titre de la Graphe 49 ?
849,"Que signifie ""SSANTE"" ?"
850,Quel était le nombre d'enseignants à IST AMBOSITRA en 2021 ?
851,Combien d'étudiants étaient inscrits dans le domaine SSANTE en 2021 ?
852,Quel est le titre de la section 11 ?
853,Quel est le sujet de la Graphe 08 ?
854,Combien d'étudiants étaient inscrits dans les Ecoles (total PRIVÉ) en 2022 ?
855,Combien d'enseignants étaient inscrits à Mahajanga en 2020 ?
856,"Quel était le total de PAT dans les ""ENSEMBLE PUBLICS"" en 2018 ?"
857,Combien d'enseignants permanents de grade PT travaillaient en 2018 ?
858,D'après le texte descriptif de la Graphe 51. quelle est la proportion des chercheurs de l'IMVAVET. du CNRO. du CIDST. du CNARP. de l'INSTN et de l'Administration ?
859,Quel était le taux de transition des nouveaux bacheliers vers la première année universitaire dans les institutions supérieures publiques en 2016 ?
860,Combien d'étudiants étrangers africains étaient inscrits en 2021 ?
861,Combien d'étudiants étaient inscrits à Mahajanga en 2022 ?
862,Quel était l'effectif étudiant à l'ESUP en 2017 ?
863,Quel était le nombre d'enseignants permanents de plus de 60 ans en 2017 ?
864,Quel est le sujet de la Graphe 24 ?
865,Quel était le nombre d'étudiants inscrits dans la région Amoron'i Mania (privé) en 2022 ?
866,D'après le texte descriptif de la Graphe 39. quel est le taux de réussite pour les IES privés ?
867,Combien d'enseignants permanents travaillaient dans le domaine SI en 2022 ?
868,Combien d'étudiants étrangers africains étaient inscrits en 2019 ?
869,Quel est le titre de la section 12 ?
870,Quel domaine d'études a le moins d'inscrits à l'ESUP en 2022 d'après la Graphe 12 ?
871,Quel était le total d'étudiants inscrits dans le total PRIVÉ en 2020 ?
872,"Quel était le total d'étudiants boursiers inscrits dans les ""6 UNIV"" en 2021 ?"
873,Quel était le nombre d'étudiants féminins dans le CNTEMAD en 2020 ?
874,Combien de diplômés de niveau L étaient à Antananarivo en 2016 ?
875,D'après le texte descriptif de la Graphe 30. quelle part significative des enseignants est âgée de plus de 60 ans en 2022 ?
876,Combien d'élèves ont été admis en 2022 ?
877,"Quel était le ratio ""étudiants / PE - Public"" en 2019 ?"
878,D'après la Graphe 45. quel est le pourcentage du Taux d'Abandon (TA) dans les 6 universités en 2020 ?
879,"Quel était le nombre total d'étudiants doctorants inscrits dans les ""Ensemble 6 universités"" en 2022 ?"
880,"Quel était le total de PAT dans le ""total public"" dans la catégorie ""Total"" en 2022 ?"
881,Combien d'enseignants vacataires masculins étaient inscrits au CNTEMAD en 2022 ?
882,D'après le texte. quel était le pourcentage de doctorants affiliés à l'Université de Mahajanga en 2022 ?
883,Combien d'étudiants étaient inscrits dans le Centre (total PRIVÉ) en 2019 ?
884,D'après le texte descriptif de la Graphe 53. quel est le pourcentage du reste du budget et dans quelles rubriques est-il réparti ?
885,Quel était le taux d'enseignants à IST TANA en 2020 ?
886,Quel était le nombre d'admis en série D en 2020 ?
887,D'après le texte. quel était le pourcentage de doctorants affiliés à l'Université de Toliara en 2022 ?
888,Quel était le taux d'enseignants à IST TANA en 2017 ?
889,Combien d'enseignants permanents avaient entre 50 et 55 ans en 2017 ?
890,D'après le texte descriptif de la Graphe 41. quel est le taux de réussite en première année (L1) pour les IES publics ?
891,Combien d'enseignants vacataires masculins étaient inscrits à l'IST en 2022 ?
892,Quel est le titre du Tableau 26 ?
893,Quel est le titre de la section 13 ?
894,D'après la Graphe 49. quel est le ratio étudiants/enseignant pour le domaine SI en 2022 ?
895,Quel est le titre de la Graphe 20 ?
896,Combien d'étudiants de 40 ans et plus étaient inscrits dans le privé en 2017-2018 ?
897,Quel est le sujet de la Graphe 40 ?
898,Que représente la Graphe 50 ?
899,Combien d'enseignants étaient inscrits à IST TANA en 2017 ?
900,Combien d'étudiants étaient inscrits dans le domaine SI en 2020 ?
901,Quel est le titre de la section 5 ?
902,Combien d'étudiants étrangers étaient inscrits à Antsiranana en 2022 ?
903,Combien d'étudiants étaient inscrits dans la région Menabe (privé) en 2019 ?
904,Combien d'enseignants permanents de grade MC travaillaient en 2017 ?
905,Quelle est la section numérotée 9 ?
906,Dans quelle région se trouve le CNTEMAD (pour le numéro 15) ?
907,Combien d'étudiants étrangers étaient inscrits au CNTEMAD en 2022 ?
908,D'après le texte. quelle est l'augmentation en pourcentage du nombre d'admis entre 2019 et 2020 ?
909,Quel était le nombre d'enseignants permanents de 50 à 55 ans en 2021 ?
910,Quel était approximativement le pourcentage de Facultés en 2022 ?
911,Combien d'étudiants asiatiques étaient inscrits en 2022 ?
912,Combien d'étudiants étaient inscrits dans la région Amoron'i Mania (privé) en 2018 ?
913,Combien d'étudiants boursiers étaient inscrits à Fianarantsoa en 2019 ?
914,Combien d'enseignants permanents travaillaient dans le domaine SSANTE en 2020 ?
915,Quel était le total S/T en 2020 ?
916,Quel est le nombre de chercheurs enseignants féminins au PBZT en 2022 d'après la Graphe 50 ?
917,Combien d'élèves étaient inscrits en série C en 2019 ?
918,Quel est le titre du Tableau 14 ?
919,Quel était le nombre d'enseignants permanents de 40 à 45 ans en 2019 ?
920,D'après la Graphe 31. quelle est la proportion d'enseignants à Mahajanga en 2022 ?
921,D'après la Graphe 45. quel est le pourcentage du Taux de Redoublement (TR) dans les 6 universités en 2020 ?
922,Quel est le titre du Tableau 04 ?
923,Quel était le taux de réussite en Ensemble (PRIVÉ) en 2017 ?
924,Quel était le nombre d'étudiants inscrits dans la région Boeny (privé) en 2022 ?
925,D'après la Graphe 31. quelle est la proportion d'enseignants à Fianarantsoa en 2022 ?
926,Quelle est la source du Tableau 14 ?
927,Combien d'étudiants étaient inscrits dans le domaine SSANTE en 2020 ?
928,Quel est le pourcentage d'étudiants inscrits en L2 en 2022 d'après la Graphe 18 ?
929,D'après le texte descriptif de la Graphe 27. quel était le pourcentage d'enseignants permanents maîtres de conférence entre 2017 et 2022 ?
930,Quel était le taux de réussite en L3 (PUBLIC) en 2017 ?
931,Quel était le nombre total d'étudiants inscrits dans le public en 2022 ?
932,Quel était le taux de réussite en M2 (PUBLIC) en 2017 ?
933,Quel était le taux de transition des nouveaux bacheliers vers la première année universitaire dans les institutions supérieures privées en 2019 ?
934,Quel est le titre du Tableau 15 ?
935,Combien d'étudiants masculins étaient inscrits dans le S/T public en 2018 ?
936,Combien de PAT féminins étaient inscrits à Toliara en 2017 ?
937,Quel était le taux de réussite en 2020 ?
938,Combien d'enseignants permanents travaillaient dans le domaine SI en 2019 ?
939,Que représente la Graphe 39 ?
940,Quel est le pourcentage d'étudiants inscrits dans le domaine des Arts. Lettres. Sciences Humaines (ALSH) en 2022 ?
941,Quel était le total d'étudiants inscrits en 2022 ?
942,Combien de bacheliers de l'année n-1 étaient recensés en 2016 ?
943,Quel était le taux de réussite en Doctorat (PUBLIC) en 2020 ?
944,Combien d'enseignants permanents avaient moins de 30 ans en 2022 ?
945,Combien d'étudiants étaient inscrits dans les Instituts (total PRIVÉ) en 2022 ?
946,Quel était le nombre d'étudiants inscrits dans la région Atsinanana (public) en 2022 ?
947,Combien d'étudiants étaient inscrits dans les Ecoles (total PRIVÉ) en 2017 ?
948,D'après la Graphe 53. quelle rubrique représente le plus grand pourcentage du budget de l'ESUP en 2022 ?
949,"Quel était le total de PAT dans les ""PUB + PRIVES"" en 2020 ?"
950,Quel était le total des enseignants vacataires à IST AMBOSTRA en 2022 ?
951,Quel était le taux de réussite en Ensemble (PRIVÉ) en 2020 ?
952,Combien de diplômés de niveau M étaient à Diégo en 2017 ?
953,Quel niveau d'études représente la ligne rouge dans la Graphe 17 ?
954,Combien de PAT étaient inscrits à l'IST en 2022 ?
955,Combien de diplômés de niveau L étaient à Mahajanga en 2019 ?
956,Quel était le total d'enseignants permanents en 2019 ?
957,Combien d'étudiants européens étaient inscrits en 2022 ?
958,Quel était le nombre total d'enseignants permanents dans le domaine ALSH en 2021 ?
959,Quel était le pourcentage de réussite total en 2022 ?
960,Quel était le ratio ETU/PE pour le domaine SSANTE en 2020 ?
961,Combien de PAT étaient inscrits à Mahajanga en 2018 ?
962,"Quel était le total de PAT dans les ""ENSEMBLE PRIVÉS"" en 2018 ?"
963,Quel est le pourcentage d'étudiants boursiers à Toliara en 2022 d'après la Graphe 22 ?
964,Quel était le nombre d'étudiants inscrits dans la région Anosy (privé) en 2022 ?
965,Combien d'étudiants étaient inscrits dans les Ecoles (ensemble) en 2022 ?
966,D'après le texte descriptif de la Graphe 52. quel programme a le taux le plus faible et de quel ordre ?
967,Quel était le nombre d'enseignants permanents de grade A en 2022 ?
968,Quel est le pourcentage d'étudiants inscrits dans le domaine ALSH en 2022 d'après la Graphe 13 ?
969,D'après le texte descriptif. quelle est la tendance des effectifs du PAT dans l'Enseignement Public de 2017 à 2020 ?
970,Combien d'étudiants boursiers étaient inscrits à Ambositra (hors universités) en 2021 ?
971,Combien de diplômés de niveau M étaient à Toamasina en 2020 ?
972,Quel était le nombre d'étudiants inscrits dans la région Melaky (privé) en 2022 ?
973,Quel était le nombre total ENSEMBLE en 2022 ?
974,Quel était le taux de réussite en L1 (PUBLIC) en 2018 ?
975,Quel était approximativement le pourcentage de Facultés en 2017 ?
976,Quel était le nombre d'enseignants à Toliara en 2020 ?
977,Quel était le taux de réussite en L2 (PUBLIC) en 2018 ?
978,Quel était le pourcentage d'étudiants féminins dans la série de Fianarantsoa en 2022 d'après la Graphe 16 ?
979,Combien y avait-il d'étudiants dans le domaine SE en 2017 ?
980,Quel était le taux de réussite en Doctorat (PRIVÉ) en 2018 ?
981,Quel était le nombre total d'étudiants inscrits en 2020 ?
982,Combien d'autres nationalités étaient inscrits en 2022 ?
983,Quel grade représentait la barre orange en 2017 dans la Graphe 27 ?
984,D'après la Graphe 19. quelle est la proportion d'étudiants dans le public dans la région Atsimo Atsinanana en 2022 ?
985,Quel domaine représente le pourcentage le plus élevé d'étudiants inscrits en 2022 d'après la Graphe 13 ?
986,Quel était le nombre d'enseignants permanents dans le domaine SSTE en 2017 ?
987,Quel est le nombre de chercheurs enseignants féminins au CNARP en 2022 d'après la Graphe 50 ?
988,Quel domaine a connu une augmentation constante du nombre d'enseignants permanents de 2017 à 2022 d'après la Graphe 25 ?
989,Combien d'enseignants permanents de plus de 60 ans travaillaient en 2018 ?
990,Combien d'étudiants masculins étaient inscrits dans le S/T privé en 2019 ?
991,D'après le texte descriptif de la Graphe 39. quel est le taux de réussite pour les IES publics ?
992,Combien d'étudiants féminins étaient inscrits à l'IST en 2020 ?
993,Quel était le ratio ETU/PE pour le domaine SI en 2019 ?
994,Quel était le nombre d'enseignants à Antananarivo en 2022 ?
995,Combien de PAT étaient inscrits à Antsiranana en 2020 ?
996,"Quel était le total d'étudiants boursiers inscrits dans les ""6 UNIV"" en 2018 ?"
997,Quel était le nombre d'enseignants à Mahajanga en 2022 ?
998,Combien d'étudiants étaient inscrits en L2 en 2022 ?
999,Quel grade représentait la barre jaune en 2019 dans la Graphe 27 ?
1000,Quel était le nombre d'enseignants permanents de 50 à 55 ans en 2018 ?
1001,D'après la Graphe 51. quel est le pourcentage de chercheurs enseignants du CNRE en 2022 ?
1002,Quel est le nombre de chercheurs enseignants féminins au FOFIFA en 2022 d'après la Graphe 50 ?
1003,Combien d'étudiants de 32 à 33 ans étaient inscrits dans le public en 2021-2022 ?
1004,"Quel était le taux de réussite pour le ""TOTAL PRIVÉ"" en 2019 d'après la Graphe 39 ?"
1005,Quel est le nombre d'étudiants boursiers féminins à Toliara en 2022 d'après la Graphe 24 ?
1006,D'après le texte. quel était le pourcentage de doctorants affiliés à l'Université de Fianarantsoa en 2022 ?
1007,Quel est le pourcentage d'étudiants inscrits à Mahajanga dans les 6 universités en 2022 ?
1008,Quelle est la section numérotée 8 ?
1009,Quelle est la section numérotée 12 ?
1010,Combien d'élèves étaient inscrits en 2021 ?
1011,Quel était le nombre d'enseignants permanents dans le domaine SE en 2017 ?
1012,Quelle est la source du Tableau 16 ?
1013,Quel était le nombre d'enseignants permanents de 35 à 40 ans en 2022 ?
1014,Quel est le titre du Tableau 13 ?
1015,Combien d'élèves ont été inscrits en série technique en 2022 ?
1016,Quel est le nombre d'étudiants boursiers masculins à Fianarantsoa en 2022 d'après la Graphe 24 ?
1017,D'après le texte descriptif de la Graphe 26. quelle est la proportion d'enseignants féminins dans les sciences de l'éducation ?
1018,Combien d'étudiants boursiers étaient inscrits à Antsiranana (hors universités) en 2019 ?
1019,"Quel était le ratio ""étudiants / PE - Public"" en 2022 ?"
1020,"Quel était le taux de réussite pour le ""TOTAL PUBLIC"" en 2018 d'après la Graphe 39 ?"
1021,Combien d'étudiants inscrits étaient de niveau 6 et plus en 2022 ?
1022,Quelle tendance observe-t-on pour le nombre d'admis entre 2019 et 2020 ?
1023,Quel est le nombre d'étudiants boursiers masculins à Antananarivo en 2022 d'après la Graphe 24 ?
1024,Quel est le titre du Tableau 22 ?
1025,Combien d'enseignants permanents avaient entre 50 et 55 ans en 2022 ?
1026,Quelle tendance observe-t-on pour le nombre d'étudiants dans le domaine de la société (SSTE) à l'ESUP entre 2017 et 2022 ?
1027,D'après le texte descriptif de la Graphe 36. où se situent les taux des autres universités ?
1028,Quel était le total S/T en 2022 ?
1029,Quel domaine a connu la plus forte augmentation du nombre d'enseignants permanents entre 2017 et 2022 ?
1030,D'après le texte descriptif de la Graphe 28. quel est le pourcentage d'enseignants permanents professeurs ?
1031,Quel est le nombre d'enseignants vacataires féminins à Toamasina en 2022 ?
1032,Quel était le total d'étudiants inscrits en 2021 ?
1033,Quel est le titre du Tableau 27 ?
1034,D'après la Graphe 19. quelle est la proportion d'étudiants dans le public dans la région Melaky en 2022 ?
1035,Quel était le nombre d'enseignants permanents de 35 à 40 ans en 2020 ?
1036,"Quel était le nombre de PAT à Mahajanga dans la catégorie ""II"" en 2022 ?"
1037,"Quel était le nombre de PAT à Fianarantsoa dans la catégorie ""EFA"" en 2022 ?"
1038,Que montre la Graphe 23 ?
1039,Quel était le taux d'enseignants à IST DIEGO en 2018 ?
1040,Combien d'étudiants étaient inscrits dans la région Boeny (public) en 2017 ?
1041,Que montre la Graphe 20 ?
1042,Combien d'étudiants étaient inscrits dans la région Itasy (privé) en 2017 ?
1043,D'après la Graphe 14. quelle tranche d'âge représente le plus grand nombre d'étudiants inscrits dans le public ?
1044,Combien d'enseignants étaient inscrits à IST DIEGO en 2017 ?
1045,Combien d'étudiants boursiers étaient inscrits en ENSEMBLE en 2018 ?
1046,Quel était le taux de réussite en Doctorat (PRIVÉ) en 2017 ?
1047,"D'après la Graphe 29. quel est le pourcentage d'enseignants dans la tranche d'âge ""[45 - 50["" en 2022 ?"
1048,Quel était le total d'enseignants permanents en 2022 ?
1049,Quel est le pourcentage d'étudiants inscrits à Antananarivo dans les 6 universités en 2022 ?
1050,D'après le texte descriptif de la Graphe 20. quelle a été la tendance du nombre d'étudiants étrangers entre 2017 et 2022 ?
1051,Quelle était la population totale en 2022 ?
1052,D'après le texte descriptif de la Graphe 28. quel est le pourcentage d'enseignants permanents maîtres de conférence ?
1053,Quel est le titre du Tableau 18 ?
1054,"Quel était le taux d'évolution du programme ""311"" en 2020 ?"
1055,Quel est le nombre d'enseignants vacataires masculins à Antananarivo en 2022 ?
1056,Quel était le total d'étudiants inscrits dans le privé en 2021-2022 ?
1057,Quel est le nombre d'inscrits en 2019 d'après la Graphe 01 ?
1058,D'après la Graphe 44. quelle était la tendance du taux de promotion entre 2016 et 2020 ?
1059,D'après le texte descriptif de la Graphe 31. quelle est la proportion des enseignants de l'IST d'Ambositra ?
1060,Quel est le pourcentage d'admis en série S au baccalauréat en 2022 ?
1061,Combien d'étudiants de 20 à 21 ans étaient inscrits dans le public en 2018-2019 ?
1062,Quel était le total d'étudiants étrangers inscrits dans le Total PUBLIC en 2020 ?
1063,Quel était le nombre d'étudiants inscrits dans la région Bongolova (public) en 2022 ?
1064,Combien d'enseignants permanents travaillaient dans le domaine STECH en 2022 ?
1065,"Quel était le taux de Redoublement pour ""ENSEMBLE"" en 2016 ?"
1066,Quel était le taux d'inscrits en L2 en 2019 ?
1067,D'après la Graphe 19. quelle est la proportion d'étudiants dans le public dans la région Anosy en 2022 ?
1068,Combien d'étudiants étaient inscrits à Ambositra (IST) en 2017 ?
1069,Quel est le titre de la Graphe 39 ?
1070,Combien d'étudiants étaient inscrits à Antsiranana en 2018 ?
1071,D'après le texte descriptif de la Graphe 28. quel est le pourcentage d'enseignants permanents P ?
1072,Quel était le total d'étudiants étrangers inscrits dans l'ENSEMBLE en 2017 ?
1073,Quel grade a connu une augmentation notable entre 2019 et 2022 ?
1074,D'après la Graphe 19. quelle est la proportion d'étudiants dans le public dans la région Betsiboka en 2022 ?
1075,D'après le texte descriptif du Tableau 22. quel est le taux des enseignants vacataires à l'Université de Mahajanga ?
1076,"Quel était le taux de transition des nouveaux bacheliers vers la première année universitaire dans les ""reste"" en 2018 ?"
1077,Quel était le ratio ETU/PE pour l'ENSEMBLE en 2022 ?
1078,Quel était le taux de réussite en L2 (PUBLIC) en 2016 ?
1079,"D'après la Graphe 53. quel est le pourcentage du budget attribué aux ""BIENS ET SERVICE"" en 2022 ?"
1080,Quel était le taux d'enseignants à IST AMBOSITRA en 2019 ?
1081,Combien d'étudiants étaient inscrits dans la région Betsiboka (privé) en 2022 ?
1082,Quel était le total ENSEMBLE en 2021 ?
1083,"Quel était le ratio ""étudiants / PE - Privé"" en 2018 ?"
1084,Combien d'étudiants doctorants étaient inscrits à Antananarivo en 2017 ?
1085,Quel était le nombre d'enseignants permanents de 55 à 60 ans en 2018 ?
1086,Combien d'étudiants boursiers étaient inscrits à Antsiranana (hors universités) en 2020 ?
1087,Combien d'étudiants étrangers comoriens étaient inscrits en 2019 ?
1088,"Quelle est la tendance du taux d'évolution du budget de la mission ""840"" entre 2020 et 2023 d'après la Graphe 54 ?"
1089,"Quel était le total de PAT dans les ""ENSEMBLE PUBLICS"" en 2022 ?"
1090,"Quelle est la signification de ""LMD"" ?"
1091,Quel est le pourcentage d'étudiants boursiers à Fianarantsoa en 2022 d'après la Graphe 22 ?
1092,Combien d'étudiants étrangers européens étaient inscrits en 2019 ?
1093,Que présente la Graphe 25 ?
1094,Quelle est la source du Tableau 28 ?
1095,Que représente la Graphe 14 ?
1096,Quel était le taux de réussite en M1 (PRIVÉ) en 2016 ?
1097,"Quel était le nombre de PAT à Diégo dans la catégorie ""ELD"" en 2022 ?"
1098,D'après le texte descriptif de la Graphe 42. comment évolue le nombre des diplômés à l'ESUP de 2016 à 2020 ?
1099,Combien d'étudiants étaient inscrits dans le domaine STECH en 2017 ?
1100,Quel était le taux d'inscrits en M1 en 2018 ?
1101,Combien d'étudiants étrangers étaient inscrits à Antananarivo en 2017 ?
1102,Que représente la Graphe 33 ?
1103,D'après la Graphe 47. quel ratio privé a la valeur la plus élevée en 2022 ?
1104,Quel était le nombre d'enseignants permanents de 30 à 35 ans en 2019 ?
1105,Quel était le nombre d'étudiants inscrits dans la région Anosy (public) en 2022 ?
1106,Combien de PAT étaient inscrits à Mahajanga en 2022 ?
1107,D'après la Graphe 51. quel est le pourcentage de chercheurs enseignants du CNRO en 2022 ?
1108,"Quel était le taux d'évolution du programme ""050"" en 2022 ?"
1109,Quel domaine d'études a le plus d'inscrits à l'ESUP en 2022 d'après la Graphe 12 ?
1110,Quel est le nombre de chercheurs enseignants féminins à l'INSTN en 2022 d'après la Graphe 50 ?
1111,"D'après la Graphe 30. quel est le nombre d'enseignants masculins dans la tranche d'âge ""[35 - 40["" en 2022 ?"
1112,D'après la Graphe 51. quel est le pourcentage de chercheurs enseignants de l'INSTN en 2022 ?
1113,Quel était le taux d'inscrits en M2 en 2021 ?
1114,D'après la Graphe 51. quel est le pourcentage de chercheurs enseignants du CNRIT en 2022 ?
1115,Combien d'enseignants permanents travaillaient dans le domaine SSTE en 2022 ?
1116,Quel niveau d'études représente la ligne verte dans la Graphe 17 ?
1117,Quel était le nombre d'étudiants inscrits dans la région Atsimo Andrefana (public) en 2022 ?
1118,Quel est le pourcentage d'étudiants boursiers à Antsiranana en 2022 d'après la Graphe 22 ?
1119,D'après la Graphe 19. quelle est la proportion d'étudiants dans le privé dans la région Atsimo Andrefana en 2022 ?
1120,Quel grade représentait la barre verte foncée en 2022 dans la Graphe 27 ?
1121,Quel était le nombre d'enseignants permanents de grade PT en 2021 ?
1122,Quel est le titre de la Graphe 45 ?
1123,Combien d'élèves ont été admis au baccalauréat en 2019 ?
1124,Quel était le nombre d'étudiants étrangers inscrits dans le public en 2021 d'après la Graphe 20 ?
1125,Quel était le taux d'enseignants à IST DIEGO en 2022 ?
1126,Quel était le nombre d'étudiants inscrits dans la région Ihorombe (privé) en 2022 ?
1127,Quel est le titre de la Graphe 53 ?
1128,Quel était le nombre d'enseignants permanents de grade P en 2022 ?
1129,Quel était le taux de réussite en M1 (PUBLIC) en 2016 ?
1130,Quelle est la proportion d'étudiants masculins dans les universités en 2022 d'après la Graphe 16 ?
1131,"Combien y avait-il d'étudiants inscrits dans les ""6 UNIVERSITES"" en 2020 ?"
1132,Combien y avait-il d'étudiants dans l'ENSEMBLE SYSTEME en 2017 ?
1133,Combien d'enseignants étaient inscrits à Fianarantsoa en 2019 ?
1134,D'après la Graphe 38. quelle catégorie de PAT à l'IES Public avait le plus petit effectif en 2022 ?
1135,Quel était le nombre d'enseignants à Fianarantsoa en 2017 ?
1136,Quel était le nombre total d'étudiants inscrits dans le public en 2022 ?
1137,Combien de PAT étaient inscrits au CNTEMAD en 2017 ?
1138,Quelle est la section 8 ?
1139,Quel était le taux de réussite en M2 (PUBLIC) en 2018 ?
